run_id,generator,num_rows,train_seconds,diagnostic_score,quality_score,diag_data_validity,diag_data_structure,qual_column_shapes,qual_column_pair_trends,new_row_synthesis,table_structure,baseline_auc,tstr_auc,tstr_f1,tstr_acc,dp_max,baseline_dp_max,dp_amplification,synthetic_sample_csv,diagnostic_report_pkl,quality_report_pkl,individual_column_metrics_csv,pair_corr_csv,pair_contingency_csv
6bfbff1a-9eca-40d9-b916-2acb80a55514,GaussianCopula,1000,7.257785797119141,0.9999761904761906,0.8897619047619048,0.999952380952381,1.0,0.9632238095238095,0.8163,1.0,,0.6225582496172731,0.5160415329353787,0.000878348704435661,0.8882283580622974,0.0005522573519259975,0.0,0.0005522573519259975,/artifacts/6bfbff1a-9eca-40d9-b916-2acb80a55514/synthetic/GaussianCopula_sample.csv,/artifacts/6bfbff1a-9eca-40d9-b916-2acb80a55514/reports/sdmetrics/GaussianCopula_diagnostic_report.pkl,/artifacts/6bfbff1a-9eca-40d9-b916-2acb80a55514/reports/sdmetrics/GaussianCopula_quality_report.pkl,/artifacts/6bfbff1a-9eca-40d9-b916-2acb80a55514/reports/details/GaussianCopula_individual_column_metrics.csv,/artifacts/6bfbff1a-9eca-40d9-b916-2acb80a55514/reports/details/GaussianCopula_pair_correlation_similarity.csv,/artifacts/6bfbff1a-9eca-40d9-b916-2acb80a55514/reports/details/GaussianCopula_pair_contingency_similarity.csv
