race,count,selection_rate,accuracy,error_rate,TPR,FPR
AfricanAmerican,3953.0,0.0,0.8871742980015178,0.11282570199848216,0.0,0.0
Asian,142.0,0.0,0.8943661971830986,0.1056338028169014,0.0,0.0
Caucasian,15141.0,0.0,0.8881183541377716,0.11188164586222839,0.0,0.0
Hispanic,411.0,0.0,0.8905109489051095,0.10948905109489052,0.0,0.0
Other,298.0,0.0,0.889261744966443,0.11073825503355705,0.0,0.0
Unknown,409.0,0.0,0.9070904645476773,0.09290953545232274,0.0,0.0
