gender,count,selection_rate,accuracy,error_rate,TPR,FPR
Female,10943.0,0.0,0.8875079959791647,0.11249200402083524,0.0,0.0
Male,9411.0,0.0,0.8894910211454681,0.11050897885453193,0.0,0.0
