gender,count,selection_rate,accuracy,error_rate,TPR,FPR
Female,10943.0,0.00018276523805172256,0.887325230741113,0.11267476925888696,0.0,0.00020593080724876442
Male,9411.0,0.00042503453405589204,0.8892785038784401,0.11072149612155988,0.0009615384615384616,0.0003583801218492414
