gender,count,selection_rate,accuracy,error_rate,TPR,FPR
Female,10943.0,0.020104176185689483,0.8756282555058028,0.1243717444941972,0.036555645816409424,0.018018945634266887
Male,9411.0,0.02613962384443736,0.874189777919456,0.12581022208054404,0.04903846153846154,0.02329470792020069
