gender,count,selection_rate,accuracy,error_rate,TPR,FPR
Female,10943.0,0.07475098236315453,0.8343233117061135,0.16567668829388651,0.0958570268074736,0.07207578253706755
Male,9411.0,0.058123472532143235,0.846243757305281,0.15375624269471894,0.0673076923076923,0.05698243937402939
