gender,count,selection_rate,accuracy,error_rate,TPR,FPR
Female,10943.0,0.01937311523348259,0.8752627250296994,0.12473727497030065,0.03168155970755483,0.017813014827018123
Male,9411.0,0.026670917012007224,0.8734459674848581,0.12655403251514186,0.04807692307692308,0.024011468163899177
