gender,count,selection_rate,accuracy,error_rate,TPR,FPR
Female,10943.0,0.07484236498218039,0.8342319290870877,0.16576807091291237,0.0958570268074736,0.07217874794069193
Male,9411.0,0.058123472532143235,0.846243757305281,0.15375624269471894,0.0673076923076923,0.05698243937402939
