gender,count,selection_rate,accuracy,error_rate,TPR,FPR
Female,10943.0,0.026044046422370466,0.8674952024125011,0.13250479758749886,0.026807473598700244,0.025947281713344317
Male,9411.0,0.02263308893847625,0.8713207948145787,0.1286792051854213,0.020192307692307693,0.02293632779835145
