gender,count,selection_rate,accuracy,error_rate,TPR,FPR
Female,10943.0,0.003289774284931006,0.8853148131225441,0.11468518687745591,0.00487408610885459,0.0030889621087314663
Male,9411.0,0.004675379874614812,0.8867282966741048,0.11327170332589523,0.008653846153846154,0.004181101421574483
